央视频道,#genre#
2026-8-22 13:01:43,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=01c5d01c3b1e9c39edd5e19249d463c6&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260822065948&Channel_ID=0116_2600034600-99000-201600010076973&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=139.214.222.71&SecurityKey=20260822065948&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=f450d61b6bdecd0f68203415b5d26ae9&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e0074fbdcaba4e565489c28255b4afeb
CCTV1综合,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=01c5d01c3b1e9c39edd5e19249d463c6&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260822065948&Channel_ID=0116_2600034600-99000-201600010076973&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=139.214.222.71&SecurityKey=20260822065948&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=f450d61b6bdecd0f68203415b5d26ae9&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e0074fbdcaba4e565489c28255b4afeb
CCTV1综合,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=6f81be7c3d3f46f269d83f4996c363fe&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260822065414&Channel_ID=0116_2600034600-99000-201600010002139&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=61.161.7.250&SecurityKey=20260822065414&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=1f0dfd9f9de792c46e72b91478add4a6&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=0db0e20ebf62300abe1a6ab0ae892cb9
CCTV1综合,http://txycdn.video.qq.com/1755328503.m3u8?time=1787360326&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIFlzZfLuIKlJrYnZ4QJiqBgv76ZPIyH273-oD0oIkCrAEFpCIv-n1IbMszUHDKmLgcEBcCUceJW75TdBFzqVfPCTBAXrQhfaX82Ahw7tC-vn7Gnq01bfaHiswKPFKMdQaAYtwknmqmHwUNTsAI59bqlzgTDGEgZcUlfARh_bZ5vLonza63JQ9dZ9FNooEK0cx-5yLTD1vU5EuPw2ptGJrG2pzWH8FkL12f7VpQA_TKM3uZdeaMlxmat3wUQcvuRuzDo9G_UYG5xNSJgIek4Z0SObtfWAlUFBBlj4pplDVTF-lCn1HgzIZTCHbx9vIN1Pxo3AHDsMP1tGANkEJBddUMOFo1BdlYlTL17jkGS8E7CbWJRQpWdePBdi_21_K2frkIyrIgrIPjlI5imiqNrhKoxIHhjw1o8IFb7zPbf4AOVvANH3k_5MBxxGmw288xox94NaQeh8bnHfwtbkPkqa4vyUgqt9jFjs3WzNpsjRL9NGUlxt-aH-I4bjUovMpg6sRX-G45BZabHg071BptTA-iPioTQ3ZydqdhMcdndfKHCy5vDq&drmtype=0
CCTV1综合,http://txycdn2.video.qq.com/1755328502.m3u8?time=1787360215&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIJavaod6X9eJGIwwnFbh1D1BcEMjnR_pLJ2Kzg262rqrEMCJrDVqnabTDFSSUF1CcHMBcJnthoLRYx7mBMh1NUpOJ5M7gCuo8cPF0BhXEXns7dSqgrq29C6_ja2A3_4FGgVGPWjgLbhY3d6FAlP8MxZaF9j4dNquK5oKA7n_mnPdltxLu2UsceBe4BNvEppo2OcjMOIPfpwVGwK6QIcVVn2-jQpLRyjBE2hhIiVkGpF8aziynk9ZHUJG3vZ3hn8KByKe5mKGh8H4-KCvHhpJj2AVoSgP0b8Ks86b9R6WQt09fE0oqInzD1SWvk-F9LzKBKftRp5GgDIQz6OH_xEWfkjgkDH7fmjm3qWpM2ELyNcweWCOtYOJ1UgwauZMAzWerH9t3F5Z588HpwytRI0LiXkQbfRmywo-fe7z0TNY1CsBQX9Lelqoc21rAp3049oK7opLRARybGN7yjI--KCzpWVhDPXaHAMZk6ZeJvblRhvryXFBp7_u8VQU9Qsr86gzD8ptF_N9jgoZw0Ua6LbGQBoJ606Bi1hE0oRtWHE7By8hL4nR&drmtype=0
CCTV1综合,https://live.chinacert.cftest5.cn/cnmg/live/608807420?reptoken=R/mg&auth=
CCTV1综合,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV2财经,http://hlszymgsplive.miguvideo.com:8080/wd_r2/cctv/cctv2hd/1500/01.m3u8?msisdn=0247ee121dfabbd93891e27ced500a16&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20260822063702&Channel_ID=0116_2600034600-99000-201600010094317&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=42.49.111.178&SecurityKey=20260822063702&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=ZQ-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=22d523e9c302d29323efe5beb3f1a95a&sv=10004&ct=android&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=6c107adbe23418e8f5529b98f53a8e72
CCTV2财经,http://txycdn3.video.qq.com/1370417302.m3u8?time=1787360162&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIClUftHXCUukrz0XQkxeunxslLjv2TwYREkSZOrOGY29EA0pSmZa8U5tI9Rfzv3uvhEBcAaqKcGXtPO_iaj2rMtbfz9mnoWlYT-hkfQwz3yJyy_j4y1FjHotLnE5PgspyN43bpPOrmWJqN2-X40zYYxiATWdslBtOkvCIAZ-_wvFA7p9kyojBRPK9At95Laj700kRyV-wyeZ_zndvhqrTbj2zUV_R_VjuQOunPaI-GePXP2XQD9xcxl7wNdywBt1cgKOpwP-N0h4N0xGS5KPH8bbsegmoZUplLSrM4gOT7VKvala3qqtRXXnZ8sNUrrq_zbXH1UylRWt5B94rz1nZCXlFjLb-COs52eU4-E-bpx_Sl-8BBFjB3QuaVp8q7Io15ww79VXAM_qWQczXjkKw58V8ssgxgW3BEPurgvSCvv13btTF2yevbPJ7jt5997qvc6c3yfi4rNYw64_zvVmeFw4A68QrmmOm9zJpuO10DDXpogikIK2-9jg1a7EPQ3G-QPc5LYQmeW1smrVqCpCm6fZyqPVCW49epi5b5vag2o6zR6y&drmtype=0
CCTV2财经,https://live.chinacert.cftest5.cn/cnmg/live/631780532?reptoken=R/mg&auth=
